squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,price
3802,10,0,0,98,91448,2,4,1991,388147.1
68862,78,1,0,12,71442,4,9,2017,6891082.7
30312,65,1,0,78,33287,9,6,1996,3038342.6
1256,2,1,0,9,97976,10,9,2008,130440.8
74893,94,1,0,87,15460,2,8,2020,7494261
99125,99,1,0,16,11283,3,1,1998,9916436.8
99104,77,1,1,64,17030,8,2,2001,9922700.1
31644,35,0,1,42,96222,2,4,2013,3169499.3
84789,50,0,1,27,91548,9,6,1992,8484814.2
71807,99,1,0,87,27489,4,6,1996,7193582.6
57412,53,1,0,6,94887,4,9,2013,5747107.3
14921,74,0,0,64,18913,6,2,1995,1496575.5
65830,45,1,0,4,95917,5,6,2017,6587835.7
84872,55,1,1,78,95194,8,10,2005,8500395.5
30877,44,1,0,5,12980,5,5,2001,3089945.1
9642,33,1,0,59,18769,6,10,2021,971897.1
53798,78,0,1,52,51244,4,4,1993,5386875.3
82733,48,1,1,87,84652,9,10,2018,8287927.8
99670,35,1,0,55,11357,2,6,2009,9974144.9
95968,59,1,1,59,10522,1,8,2019,9609048.9
31357,85,1,0,76,89246,2,9,2017,3141062.7
5012,77,1,1,64,94755,3,6,2018,511059.8
32088,25,0,0,87,43023,4,1,2018,3216535.8
99355,81,1,1,68,69687,2,8,1994,9940016.4
98940,15,1,1,65,75702,5,3,2015,9899873.5
78916,18,1,0,8,54200,10,8,2009,7897498.9
31844,5,0,0,57,36856,4,6,2008,3190358.8
46367,77,1,1,10,24021,2,1,2014,4641159.4
73889,32,1,1,93,95965,4,3,1996,7403420.6
27769,42,1,1,54,31372,10,10,2012,2791895.2
19911,8,1,1,22,14792,9,4,2016,1997090.6
44513,65,0,1,49,45227,3,4,2013,4457776.3
54631,69,1,1,43,1911,3,6,2006,5471295.6
49806,15,1,0,6,72364,7,7,2021,4983577.1
3289,89,0,0,72,54310,5,10,1992,330701.2
17109,89,0,1,35,14637,4,1,2020,1719159
65046,86,0,0,48,38597,9,5,2001,6506466.1
47264,21,1,1,50,78063,1,3,1993,4737385.3
13898,96,0,0,41,2434,5,1,2007,1393356.7
9750,84,0,1,85,80322,2,3,1999,982119.9
60238,99,0,0,98,80008,6,7,2010,6028617
39591,48,1,1,55,5758,10,9,2021,3967203.1
58046,61,1,1,29,89671,10,5,2001,5811902.1
54694,75,1,0,73,3520,9,8,1996,5478956.6
26864,34,0,0,86,33578,3,4,2001,2692368.1
71657,2,0,1,42,42600,6,3,2012,7170264.2
43524,58,0,0,28,71371,7,10,2003,4354494.3
65357,83,0,0,6,73184,4,1,1990,6536555
1664,52,1,1,25,49566,10,7,1992,174007.2
18349,49,1,1,47,78897,8,8,1997,1844863.7
47870,23,1,1,59,9458,6,1,2018,4795565.8
61761,77,0,0,10,34259,8,4,2014,6177711.4
99266,80,1,1,39,95079,2,10,2016,9932775.6
85512,64,1,1,73,57918,4,10,1994,8560263.4
97392,48,0,1,83,29178,10,9,2016,9746606.6
91440,98,0,0,95,12160,10,1,1994,9150599.4
51813,48,0,0,97,69044,8,5,2009,5187344.9
22601,79,1,1,6,53717,8,8,2012,2268497.2
34901,13,0,0,32,64557,1,7,2010,3493455
74300,50,1,0,14,69316,10,9,1991,7436179.1
6178,4,0,1,41,36038,5,5,2019,625784.9
42873,48,1,1,95,64977,5,2,1999,4295566.9
38172,58,0,1,69,94407,4,4,1997,3822350.7
25624,79,1,0,91,62302,10,7,1992,2566661.2
78765,84,1,0,51,69037,4,7,2011,7886131.1
28911,58,1,1,55,91758,8,8,1991,2902639.1
58492,82,1,1,87,95914,10,3,2005,5860459.5
38075,72,0,1,28,10185,2,3,1995,3812421.5
41371,14,0,0,64,14407,5,1,2013,4139663.3
35522,94,0,1,5,73529,1,6,1994,3554423.4
52856,3,1,0,1,54730,3,9,2013,5289891.3
28988,14,1,0,38,56444,2,6,2014,2907130.4
56555,90,1,1,78,49805,9,1,1990,5668603
52254,56,0,0,91,91881,8,2,2005,5230022.5
32879,88,0,1,74,3122,4,2,2021,3299134.1
25012,61,1,0,2,66817,6,4,2014,2503623.4
4865,61,1,0,8,3642,10,7,1999,491173.9
49395,20,0,0,10,36486,4,7,2015,4941101.5
10606,76,0,1,16,22784,8,9,1996,1064850.6
63724,30,1,1,16,41885,10,4,2012,6378709.2
33956,92,0,1,46,56356,9,7,2001,3404280.1
82900,16,0,0,71,85041,4,7,2001,8292317.1
93319,53,1,0,61,21064,9,8,2018,9338497.8
95160,71,1,0,27,42152,7,1,2001,9522790.1
59498,94,0,0,24,69819,9,9,1998,5952425.8
148,91,0,0,11,27008,6,9,1992,16799.2
67709,82,1,0,2,57705,7,10,1992,6776316.2
93224,34,0,1,85,44052,7,1,2019,9329864.9
76183,69,0,0,41,35703,9,2,1996,7620092.6
37132,24,0,0,38,38630,1,1,2009,3714296.9
66993,81,1,1,72,4017,3,1,2016,6710225.6
82244,92,0,1,24,64217,7,5,2000,8228737
29370,13,0,0,45,67217,4,4,2002,2938725.2
66129,76,0,0,48,82092,8,4,2020,6615134
29846,50,0,0,14,89802,2,8,1998,2985095.8
64108,67,0,1,98,71492,1,3,1992,6423668.2
2850,42,1,0,37,7039,2,3,2012,290875.2
35652,48,0,0,33,75797,9,3,1996,3569151.6
10932,28,0,0,49,83133,1,8,2007,1094185.7
58914,54,1,1,73,23712,1,2,2017,5899786.7
12018,4,1,0,88,16975,3,9,2006,1213311.6
91395,16,0,0,25,11151,8,9,2008,9141900.8
73956,23,1,0,90,31225,3,5,2006,7400410.6
49421,26,0,0,10,29782,4,7,2020,4943342
55529,15,1,1,84,5940,4,3,2008,5558926.8
43547,84,0,1,12,48375,10,1,2016,4358059.6
28554,21,0,0,45,80743,10,4,2012,2856686.2
85341,52,1,0,36,42247,3,3,2004,8538869.4
60826,54,1,0,30,82621,3,2,2016,6087968.6
1863,16,1,1,22,59808,7,5,2010,190783
59476,59,1,0,41,61825,4,2,2018,5950982.8
85493,67,1,1,11,28514,7,7,2013,8557738.3
5808,56,0,0,16,65448,1,5,2014,582907.4
50673,69,1,1,5,53100,6,3,2015,5076210.5
62802,20,0,1,53,73843,9,8,2020,6283765
67977,32,1,0,22,7784,9,5,2009,6803875.9
61217,43,1,1,65,38661,10,2,2015,6134485.5
40207,90,1,1,48,27482,8,1,2018,4029373.8
69142,16,0,0,63,35236,6,7,2005,6916927.5
80596,84,0,1,74,88574,8,2,1999,8065721.9
54473,9,1,0,40,58236,1,3,2015,5452279.5
51271,33,1,1,90,35186,5,7,1993,5139928.3
14809,58,0,1,28,94146,5,10,2015,1486480.5
59144,53,1,1,36,9259,2,7,2020,5922786
7791,21,1,0,17,24052,6,10,1998,785517.8
54266,54,0,0,5,39749,3,4,1997,5427669.7
59547,97,0,1,84,1893,7,2,2016,5967994.6
32813,92,1,1,3,12742,7,1,1990,3286268
34154,100,0,0,89,22119,5,2,1998,3423970.8
50093,28,0,1,52,91311,3,7,2001,5014755.1
57133,23,1,1,5,16128,2,8,2019,5718350.9
72829,91,0,0,63,96137,7,4,2020,7287180
44461,91,1,1,24,46939,4,6,2015,4454468.5
81789,84,1,0,28,24157,8,8,1995,8184845.5
87821,14,1,0,59,81694,8,7,2004,8788809.4
38704,27,1,1,65,28559,2,1,1998,3882049.8
50478,34,0,0,11,76584,10,8,2015,5048822.5
72170,33,0,1,86,43206,5,7,2020,7229974
42770,9,0,1,42,59124,7,9,2002,4281356.2
2226,73,1,0,4,12842,3,5,2000,224310
73741,14,0,1,36,99255,2,6,2007,7377791.7
55785,82,1,0,91,49617,10,5,2010,5590650
53812,56,0,1,61,13050,2,10,1999,5390255.9
70492,3,0,0,48,28312,3,10,2019,7054127.9
70577,22,0,1,88,57509,9,9,2005,7064452.5
37879,52,1,1,95,45036,1,7,2004,3804577.4
36559,78,0,0,47,38377,5,9,2007,3658559.7
97087,98,1,0,38,88363,8,2,2008,9716102.8
62816,59,1,1,56,87765,8,6,2010,6295641
54843,45,0,0,16,76054,8,2,2015,5486701.5
79853,45,0,0,17,65419,6,3,1994,7987746.4
23119,1,1,0,14,160,9,2,2004,2316639.4
10320,55,1,0,43,95054,6,2,2002,1038005.2
17353,2,0,0,77,77080,7,1,1993,1740330.3
73196,19,0,1,48,16866,3,5,2011,7325901.1
83934,54,1,1,31,10839,10,3,2001,8400357.1
99177,51,1,0,57,2276,8,2,2004,9926523.4
84466,92,1,1,73,5,7,10,2011,8456570.1
50619,37,1,1,33,19691,10,10,2019,5071031.9
76541,99,1,0,4,25412,5,9,2000,7656647
64105,57,0,1,96,6067,7,6,1991,6419376.1
39786,47,0,0,55,14352,4,3,2021,3984007.1
52370,73,0,1,23,23845,9,8,1997,5242857.7
21722,58,0,0,25,79146,9,8,2020,2173827
62686,39,0,1,71,16804,1,2,1994,6272659.4
64087,83,1,0,29,82973,5,4,2010,6414075
25972,7,1,0,11,4269,8,2,2021,2600292.1
10830,28,0,1,65,56534,5,8,2006,1093719.6
82065,96,1,1,90,77383,4,10,2012,8217209.2
66972,19,0,1,52,18612,4,3,2009,6701382.9
96871,55,0,0,77,54420,5,8,1996,9690783.6
52554,82,0,1,58,19910,4,6,2011,5260061.1
76017,90,0,0,81,78635,5,3,2005,7603441.5
76097,46,0,1,51,91317,5,3,2020,7616002
99254,85,1,0,77,12393,6,10,2004,9931071.4
26952,86,0,0,54,23395,1,10,2006,2698982.6
36968,27,1,1,92,77608,10,7,2002,3711515.2
71610,90,1,0,100,580,1,2,1990,7169819
50252,4,1,0,92,12384,6,10,2014,5033342.4
78254,61,0,0,71,94729,3,9,1990,7831345
11933,49,1,1,21,67684,9,3,2005,1201065.5
58069,91,1,1,55,51277,7,7,2004,5819120.4
47580,45,0,1,90,90626,9,7,1995,4768584.5
45747,84,0,0,40,7233,10,4,1992,4579479.2
38515,51,1,1,94,76242,6,1,2003,3865010.3
91204,91,1,1,10,59198,7,2,1990,9127495
38425,20,1,1,88,14198,5,10,2015,3858124.5
20537,98,0,0,44,9560,2,1,1994,2056267.4
67462,52,1,0,98,68411,2,3,2008,6754742.8
32282,85,1,0,9,24438,10,7,2008,3231758.8
63380,30,1,0,53,97769,3,7,1994,6341950.4
49322,8,0,0,97,65885,4,3,2017,4940658.7
72935,57,0,1,27,72432,6,4,2012,7298657.2
34410,29,1,0,28,91200,6,2,2015,3445264.5
40790,69,0,0,54,92006,8,8,2002,4080340.2
65260,34,1,0,83,62335,3,10,1996,6534195.6
43189,41,0,1,39,45626,8,6,1990,4326117
40416,14,1,1,92,23109,8,9,1990,4050909
31202,12,0,0,37,39380,1,4,1993,3121833.3
72688,74,1,0,45,73176,6,6,2019,7275937.9
27119,77,0,1,25,1736,6,1,2000,2717313
24916,36,0,0,55,83422,3,3,2010,2496771
88545,38,0,1,8,79053,8,4,1993,8860039.3
92102,30,0,0,88,91469,10,4,1999,9213411.9
90204,18,0,1,8,15393,10,8,2017,9025058.7
97867,19,1,1,66,63324,7,4,1997,9799102.7
70197,56,0,1,52,98038,4,6,2000,7027634
60153,39,0,1,46,53131,5,8,1992,6018727.2
71824,30,0,0,82,39940,1,10,1997,7190229.7
96478,98,1,0,95,73625,9,7,1993,9661311.3
93756,43,0,1,14,2552,10,8,2001,9378616.1
99170,33,1,1,85,49851,9,3,2014,9924309.4
11778,42,0,1,95,15968,9,2,2001,1185823.1
91109,59,0,0,46,80573,7,7,2005,9113552.5
71985,49,0,1,83,39705,1,10,2016,7207321.6
10978,24,1,1,79,55002,4,4,1998,1108254.8
24086,30,0,1,3,94622,2,10,2014,2410817.4
92058,66,0,1,44,43745,5,6,1997,9212309.7
32017,81,0,1,26,40891,5,10,2010,3205104
36564,51,0,0,5,28638,10,5,2010,3657736
96719,96,1,1,73,21010,7,3,2020,9685049
79851,83,1,1,38,95821,5,3,1998,7995217.8
79673,66,0,1,99,43484,3,7,1992,7981527.2
40200,51,1,1,69,39216,1,5,2006,4028239.6
54936,64,0,0,94,96041,1,8,2002,5502510.2
65975,54,1,0,63,80291,6,6,1992,6603622.2
66713,10,0,0,25,84464,3,10,2006,6673050.6
80415,21,1,0,69,84820,9,6,2007,8053263.7
48057,4,1,1,50,92871,9,2,2011,4811373.1
45140,28,0,0,59,69587,10,8,1993,4520881.3
70896,81,0,0,96,99194,6,6,1990,7098171
20492,15,1,1,77,72060,2,4,1993,2062026.3
82196,64,1,1,28,99620,3,1,1990,8227719
83530,25,0,1,55,28710,4,2,1999,8358735.9
57838,32,1,1,74,5883,10,4,2002,5793020.2
12632,47,1,0,94,4729,2,1,2012,1271361.2
13254,91,1,0,58,98839,2,1,2014,1333885.4
90078,66,1,1,36,22936,2,7,2004,9016393.4
54765,75,0,0,12,24522,6,1,2013,5478329.3
4596,97,1,0,96,29953,3,5,2014,465858.4
19575,90,0,0,75,27813,2,9,2013,1959201.3
77661,24,1,0,56,41783,8,5,2013,7775177.3
5239,100,1,0,52,84864,3,4,1993,529032.3
65630,31,1,0,28,63393,5,2,2020,6566530
62478,45,0,0,33,24451,6,9,2000,6249752
63434,99,0,1,51,83026,1,3,2003,6351082.3
16003,28,1,0,32,56379,5,3,1995,1606578.5
49942,64,1,0,57,80720,10,3,1990,5001819
1405,96,1,1,16,73434,8,4,1998,148112.8
15232,4,1,0,100,18408,5,6,1994,1528469.4
96577,68,1,0,88,46824,7,9,2010,9662991
11986,69,1,1,75,75601,1,1,2001,1204666.1
41392,20,1,1,61,54754,4,9,1991,4151181.1
57118,31,1,1,49,31945,2,5,2018,5718957.8
74880,34,1,0,53,75399,9,6,2003,7497502.3
50989,97,0,1,61,45538,8,7,2012,5105808.2
65752,15,0,1,76,12357,1,4,2020,6583468
49786,71,0,1,32,81262,9,9,2004,4984145.4
96381,73,1,0,44,76595,8,3,1997,9642408.7
53097,98,1,0,77,99000,2,5,2005,5315665.5
50846,44,1,1,79,19333,10,1,2001,5091984.1
61856,17,1,0,97,36122,8,1,1999,6199110.9
2685,31,1,1,35,59357,6,1,2010,274819
24021,4,1,0,4,8686,2,7,1997,2407456.7
72068,71,1,1,95,71948,9,6,1992,7221629.2
74729,92,1,1,59,15630,2,9,2000,7486919
45242,27,0,0,56,80016,8,9,2003,4527632.3
350,65,0,0,40,30809,5,7,2020,37972
42179,11,0,0,40,69102,6,3,1999,4221359.9
71973,32,0,1,9,21039,10,3,2012,7201696.2
19237,62,0,0,89,51495,5,3,2012,1931115.2
98728,55,1,1,13,62222,9,3,2011,9880299.1
38044,67,1,1,8,91771,4,9,2007,3812193.7
20862,4,1,1,62,79975,6,6,2007,2098549.7
72815,54,0,1,37,76023,7,9,2015,7287721.5
72510,70,1,0,6,47275,10,7,2021,7255056.1
51474,68,1,1,27,28991,8,1,2000,5157614
46945,63,1,0,50,74665,2,3,1993,4702996.3
13714,36,1,0,3,18983,2,1,2005,1373673.5
29749,97,0,1,14,33463,5,2,2003,2981571.3
80167,68,1,0,31,1597,10,2,2018,8021140.8
63829,29,0,0,52,15801,4,6,2021,6388502.1
57372,33,1,1,87,34056,1,5,1998,5748423.8
46195,77,0,0,67,84202,10,9,1990,4622073
55049,8,1,0,30,56273,1,3,2005,5509865.5
8256,7,1,0,59,56785,10,1,2005,831710.5
68311,38,1,1,26,62252,7,8,2005,6839967.5
89885,93,0,0,40,35170,7,3,2004,8992850.4
38535,59,0,0,78,48912,3,7,2015,3855421.5
18109,31,1,1,26,16326,2,3,2000,1820065
18487,6,0,0,89,63753,8,2,2009,1856865.9
42276,4,0,0,100,795,3,3,2006,4229850.6
48344,34,0,0,20,11070,4,10,2004,4836340.4
68573,45,1,0,97,44814,5,4,2014,6861756.4
43577,64,1,1,39,78288,10,2,1993,4366538.3
8584,46,1,1,98,31833,6,6,1999,873709.9
56240,94,0,0,45,98783,8,5,2007,5627160.7
44976,88,0,0,70,9112,8,3,1997,4504969.7
53653,21,1,1,1,4857,4,6,1990,5371906
52384,39,0,1,95,54,5,9,2012,5247146.2
54907,90,1,1,65,48911,9,5,2003,5495099.3
92106,87,1,1,86,36929,4,6,2014,9224115.4
53404,98,0,0,42,47628,2,4,1999,5343461.9
3033,98,1,0,74,49771,10,3,1997,312271.7
78992,42,1,0,68,18067,2,10,1996,7903591.6
41726,97,0,1,25,39801,6,3,2016,4174598.6
30674,89,0,0,57,11160,2,5,2010,3072660
982,83,0,0,96,88937,7,8,1990,101341
86160,75,0,1,7,97266,8,4,2004,8618638.4
5389,42,0,1,25,73529,1,8,2017,543793.7
79114,18,1,1,70,83822,10,5,2004,7923653.4
43042,42,0,0,93,37135,4,6,2004,4311510.4
36195,8,1,1,76,69262,10,7,2000,3634512
38500,35,1,0,76,56809,8,2,1994,3859493.4
12508,52,1,0,53,62133,8,7,1991,1258036.1
94799,74,1,0,24,39412,9,6,2012,9484566.2
13192,18,0,1,77,82755,4,6,2008,1327004.8
57369,83,0,1,34,90642,2,10,2017,5740996.7
27474,58,1,0,13,54782,8,4,1997,2752632.7
60056,7,1,1,30,57177,4,6,2010,6014878
63977,36,1,1,50,396,4,10,1995,6407296.5
4087,23,0,1,22,20067,1,10,2012,414319.2
99474,78,0,0,81,47894,1,1,2016,9952430.6
59085,88,0,1,49,96301,7,8,2014,5915775.4
11877,86,0,1,9,43105,1,3,2019,1189428.9
48659,84,1,0,46,70725,9,1,2009,4872302.9
47144,24,1,0,94,39494,5,4,1992,4723888.2
69764,94,1,1,73,74348,9,6,2008,6986164.8
40116,21,0,0,42,6741,7,5,1997,4015069.7
46292,8,1,0,46,90434,4,10,1992,4635389.2
77359,88,1,0,71,2743,1,3,1990,7744185
32455,72,0,0,17,97029,4,4,2017,3247206.7
34395,24,1,0,7,63633,8,5,1999,3442821.9
4922,60,1,1,8,34597,2,4,2019,498519.9
60515,47,1,1,34,1311,8,6,2018,6061337.8
36842,2,0,0,19,62775,6,5,1990,3685346
21669,24,0,0,65,21223,7,5,2005,2171545.5
37956,46,0,0,50,76495,6,3,2016,3799201.6
19745,72,0,0,28,56361,4,2,2003,1977004.3
22822,15,0,0,55,55916,1,9,2010,2285071
75339,16,1,1,55,33021,1,9,2015,7545974.5
45038,41,0,0,46,19853,9,9,2020,4507412
17595,96,1,1,99,7025,6,10,2021,1770417.1
55518,93,0,1,70,76197,5,4,1993,5559599.3
77032,67,1,0,68,58873,8,1,2020,7708083
61347,33,0,1,19,54984,8,2,2021,6139920.1
3418,38,1,0,30,7058,2,3,1993,347934.3
29233,22,1,1,5,54455,9,7,2007,2927647.7
26193,70,0,0,7,72628,10,5,2013,2620565.3
45781,38,0,1,18,5235,3,2,2014,4584350.4
77465,54,1,1,42,37603,8,1,1995,7753128.5
76357,72,1,0,97,7369,6,7,2002,7641043.2
54528,69,1,1,41,90961,3,4,2017,5465714.7
71930,54,1,1,87,54382,7,5,2005,7208762.5
93803,75,0,1,38,49087,1,10,2000,9387508
50262,64,0,1,55,67016,2,6,2003,5034452.3
12387,51,1,0,55,34563,4,4,2017,1242765.7
42904,4,1,1,70,22587,5,7,2005,4302680.5
31421,23,0,1,28,18747,10,2,2005,3148839.5
16894,96,0,0,88,40872,1,1,2011,1697483.1
49044,43,1,0,91,41449,4,2,2005,4914350.5
82950,100,1,1,46,68834,2,10,1994,8301059.4
96654,43,1,1,34,3044,7,7,2016,9672602.6
23210,17,1,0,52,73330,1,8,2014,2329090.4
2789,20,0,0,21,45157,9,6,1991,281030.1
64720,75,1,0,18,37108,7,9,1990,6478034
22459,63,0,0,14,95372,1,8,1991,2246811.1
96791,17,0,0,63,33275,1,7,2009,9680369.9
23608,21,0,0,31,1588,1,3,1995,2364456.5
13688,9,0,0,19,30657,3,4,1991,1369377.1
72070,75,0,1,98,62777,1,3,1999,7220918.9
86607,8,1,0,98,59770,3,3,2017,8669030.7
95817,97,0,1,25,80904,3,5,1995,9588183.5
3506,14,0,1,51,81835,7,2,1991,356564.1
37448,19,1,0,67,79338,8,7,1997,3751951.7
36988,97,0,1,87,159,1,9,2007,3705539.7
998,21,0,1,90,12859,6,5,2008,104702.8
9493,57,0,0,27,41814,10,1,2009,951804.9
72370,81,0,0,89,73512,7,10,2003,7242934.3
73049,92,0,0,65,49904,6,3,2005,7306250.5
91370,11,1,1,6,58665,10,9,2009,9146210.9
55045,75,0,1,30,52898,3,4,2004,5511210.4
17989,9,1,0,11,72938,8,5,2017,1802630.7
53749,61,1,1,1,53430,8,9,1997,5381679.7
32694,26,0,1,60,47126,6,9,2009,3274621.9
24261,91,1,1,44,60269,6,7,2003,2437565.3
27394,93,1,1,66,19449,1,5,2012,2754889.2
99432,56,1,0,36,60224,4,4,2015,9947325.5
67229,17,0,0,18,,2,10,2016,6725201.6
89186,28,0,0,5,,5,1,2021,8919497.1
93313,100,1,0,66,,5,10,2018,9338654.8
53671,16,1,0,95,,9,10,2017,5378022.7
62318,43,1,0,29,,2,5,2007,6235136.7
79422,52,1,1,4,,9,3,1995,7952304.5
11093,5,0,1,71,,4,2,1997,1117189.7
23321,35,1,0,37,,1,2,,2335697.1
19198,90,0,0,46,,7,8,,1921930.3
78216,45,1,1,89,,1,6,,7832429
14750,30,1,0,12,,7,9,,1478391.4
61098,27,0,1,48,,1,8,,6115352.8
63111,36,1,0,89,,3,9,,6314137.6
43250,2,0,1,55,,9,7,,4334802.9
88168,94,1,1,57,,4,2,,8825815
37506,88,0,0,94,,2,7,,3753651.6
64269,77,0,0,26,,2,2,,6428786
7490,71,1,0,3,,9,10,,753009.6
97121,98,0,1,100,,10,8,,9717727.2
14185,3,1,0,94,76994,6,7,,1422531.2
86682,12,0,0,80,1763,1,4,,8674009.6
34282,24,1,0,94,8087,9,9,,3440156.1
89022,48,1,0,44,15308,4,10,2004,8904794.4
91543,6,1,0,77,55027,5,9,2013,9166876.3
54993,22,1,0,70,17168,6,2,2017,5503799.7
85795,3,1,1,22,94870,10,4,1990,8587486
64079,93,0,0,50,82368,7,8,2019,6412901.9
80116,85,0,1,14,43152,1,7,2000,8015692
52866,23,0,1,40,10132,8,8,2004,5293836.4
68375,55,0,0,74,77285,2,2,1994,6838539.4
55802,91,1,1,32,31192,2,7,2011,5588172.1
62117,80,0,0,3,98851,2,8,1995,6212439.5
50890,49,0,1,90,77927,2,4,2020,5094287
44248,24,1,0,28,23716,4,4,2018,4431469.8
76326,2,0,0,83,87311,5,4,2004,7635872.4
56778,85,0,0,67,17036,7,6,2005,5679689.5
80225,100,0,0,67,79891,10,6,2002,8025744.2
69320,22,1,0,45,99277,6,6,2017,6939825.7
24962,41,0,0,6,96923,7,1,2014,2497425.4
91964,56,1,1,93,59790,1,7,2013,9209295.3
40787,73,0,1,88,93576,6,9,2011,4091282.1
28053,21,1,1,22,55432,1,6,1991,2815718.1
90172,34,0,0,65,97450,6,2,1999,9023549.9
816,7,0,1,48,68021,10,3,2003,87585.3
751,2,1,0,71,25242,6,6,1992,82123.2
87627,33,0,1,89,38054,7,9,1999,8769190.9
16786,93,1,0,36,22835,5,10,2007,1684521.7
74832,60,1,1,69,29445,3,3,1992,7492714.2
12920,1,0,1,83,74001,3,9,2016,1305319.6
54879,79,1,0,6,77267,7,10,1999,5492312.9
62083,96,0,1,81,8576,2,5,1994,6218129.4
96814,90,0,1,9,81137,5,7,1999,9687090.9
38301,66,1,1,53,92838,8,8,2004,3841237.4
78947,86,0,0,94,77559,2,1,1992,7900369.2
44836,85,0,1,88,18392,2,10,2000,4493247
5488,56,1,0,35,9329,6,3,1992,554027.2
99886,83,1,1,37,32438,5,8,2003,9999687.3
57072,87,0,0,32,99233,2,6,2013,5710445.3
93684,24,1,0,35,94997,4,2,2016,9373516.6
96978,75,0,0,68,81412,3,1,1991,9703653.1
3624,80,1,0,1,27310,4,4,1999,365077.9
78000,50,0,0,25,97713,8,5,2000,7801225
25972,7,1,1,98,81846,10,8,1996,2605855.6
93922,54,0,1,89,94304,9,8,2011,9403863.1
61039,27,1,1,69,7161,6,1,1995,6114260.5
84404,70,1,1,98,70976,2,8,2001,8456155.1
73622,7,1,0,54,2527,3,1,2020,7365758
81012,92,1,0,7,92589,4,3,2012,8104126.2
73687,25,1,1,49,8902,4,3,2001,7376903.1
93952,63,1,1,10,97260,8,2,2015,9403674.5
82120,77,0,1,62,54858,7,1,2001,8216635.1
2351,69,1,0,51,68180,7,1,2018,239411.8
38132,73,1,0,16,59938,6,2,1996,3818556.6
42808,33,1,1,67,32715,10,2,1996,4290930.6
70722,57,0,0,55,47565,9,7,2016,7076626.6
46134,71,1,1,23,44257,1,6,2004,4624090.4
92044,60,0,1,28,58015,6,3,2001,9210929.1
12583,62,1,1,79,24355,3,5,2001,1267192.1
38048,67,0,0,74,61735,6,9,2010,3808313
48546,64,1,1,60,59895,4,1,1993,4860634.3
94228,34,0,1,62,34921,2,10,1994,9430661.4
55825,69,1,0,25,46465,3,1,2001,5585288.1
7773,100,1,1,85,25932,4,1,2007,792566.7
24180,68,1,0,93,72780,7,7,1991,2425595.1
30502,91,1,1,77,88127,9,6,1998,3062069.8
30346,25,1,0,80,24880,9,5,2000,3047721
20311,23,1,1,87,59363,10,1,2017,2039188.7
70936,60,0,0,21,37500,3,3,2006,7094370.6
56416,41,1,1,99,29464,6,7,2021,5653890.1
26073,59,0,1,23,95318,10,10,2006,2612190.6
79182,37,1,1,9,97339,4,3,1993,7922295.3
39627,29,0,0,44,50402,4,2,2008,3964708.8
97677,51,1,0,35,37317,10,2,1994,9772148.4
34013,84,1,0,95,67735,4,1,2014,3411660.4
55620,90,1,1,90,8078,3,6,2002,5573469.2
77421,70,0,0,6,53863,4,10,2011,7743163.1
50844,99,0,1,83,76381,4,2,1995,5092707.5
94541,78,1,0,67,47070,1,4,2003,9460440.3
10976,17,1,1,77,97750,10,1,2001,1108155.1
52697,25,1,0,60,13248,7,3,2009,5278045.9
38860,27,1,0,70,8421,7,8,1991,3894132.1
98501,66,1,0,51,10725,4,5,2002,9856475.2
49300,64,0,1,46,43266,7,9,2019,4936882.9
8562,24,1,0,33,40368,2,3,2015,860330.5
51585,70,0,1,8,89259,8,7,2010,5163838
55038,46,1,0,45,4930,7,3,2007,5510722.7
74166,35,1,1,16,55843,7,2,1990,7423668
43885,69,1,0,3,76257,2,7,2010,4393918
55391,27,0,1,7,82603,4,1,1991,5544879.1
9551,27,0,0,33,66242,4,1,1992,956658.2
17655,55,0,0,58,50837,8,1,2012,1769201.2
28743,30,1,0,49,51660,2,4,2000,2881705
12744,56,1,0,4,80733,8,3,2016,1279063.6
34109,36,0,1,19,62507,8,8,2003,3416596.3
55971,94,0,0,30,90769,6,10,2001,5600410.1
8163,17,0,1,45,96977,2,7,1992,825054.2
4463,93,0,1,39,95940,3,2,2012,453762.2
51890,85,1,1,37,23002,7,8,2020,5194644
88616,92,0,1,37,76142,3,1,1999,8868266.9
61104,88,1,1,51,34414,8,4,1997,6124108.7
31832,90,1,1,85,58945,8,1,2003,3193411.3
12683,92,1,1,7,63157,10,1,2019,1275226.9
37375,13,1,0,66,31734,1,2,2015,3745925.5
10310,85,1,0,93,95796,2,9,2016,1041341.6
38300,27,0,0,8,61055,1,5,2005,3831178.5
91524,23,1,1,43,55089,2,5,1998,9160076.8
41155,9,1,0,51,34414,9,5,2012,4121258.2
97732,45,0,0,19,33643,3,7,2014,9774150.4
5431,15,1,1,13,70120,9,2,2011,548835.1
97452,83,1,1,54,29279,10,1,1992,9751753.2
88935,70,1,1,28,41025,4,5,2002,8903298.2
61243,58,0,1,75,16033,9,10,1993,6132501.3
41367,6,1,1,37,48619,2,10,1994,4147892.4
95269,87,0,0,44,9922,6,8,2018,9529625.8
6501,53,1,1,39,90665,9,6,1991,658653.1
44229,65,1,0,39,53261,9,3,1993,4429834.3
10745,86,1,0,14,42903,9,4,1995,1080749.5
33647,9,0,1,78,66529,2,5,2020,3373938
